,Topic1,,,Topic2,,,Topic3,,,Topic4,,,Topic5,,,Topic6,,,Topic7,,,Topic8,,,Topic9,,,Topic10,
Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage
mistress,1,0.255102041,touch,1,0.251889169,high,1,0.23923445,sent,1,0.19193858,begin,1,0.23255814,swear,1,0.238095238,kind,1,0.236966825,takes,1,0.243902439,ring,1,0.247524752,protest,1,0.214132762
took,1,0.255102041,wild,1,0.251889169,meet,1,0.23923445,looks,1,0.19193858,weal,1,0.23255814,high,1,0.238095238,wild,1,0.236966825,find,1,0.243902439,greatness,1,0.247524752,pour,1,0.214132762
malice,1,0.255102041,both,1,0.251889169,others,1,0.23923445,honest,1,0.19193858,mind,1,0.23255814,touch,1,0.238095238,hearts,1,0.236966825,having,1,0.243902439,you'll,1,0.247524752,methought,1,0.214132762
scone,1,0.255102041,flourish,1,0.251889169,beyond,1,0.23923445,drown,1,0.19193858,spirits,1,0.23255814,sorrow,1,0.238095238,sorrow,1,0.236966825,trouble,1,0.243902439,meet,1,0.247524752,kiss,1,0.214132762
key,1,0.255102041,key,1,0.251889169,snake,1,0.23923445,'twere,1,0.19193858,life's,1,0.23255814,hearing,1,0.238095238,takes,1,0.236966825,imperial,1,0.243902439,third,1,0.247524752,please,1,0.214132762
life's,1,0.255102041,far,1,0.251889169,sure,1,0.23923445,towards,1,0.19193858,heath,1,0.23255814,soldiers,1,0.238095238,palace,1,0.236966825,ill,1,0.243902439,wake,1,0.247524752,black,1,0.214132762
goose,1,0.255102041,least,1,0.251889169,begin,1,0.23923445,reason,1,0.19193858,weak,1,0.23255814,against,1,0.238095238,mistress,1,0.236966825,angels,1,0.243902439,hearts,1,0.247524752,holily,1,0.214132762
angels,1,0.255102041,greatest,1,0.251889169,soldiers,1,0.23923445,fought,1,0.19193858,absolute,1,0.23255814,spirits,1,0.238095238,heavy,1,0.236966825,tune,1,0.243902439,both,1,0.247524752,poor,1,0.214132762
mere,1,0.255102041,madam,1,0.251889169,speak'st,1,0.23923445,bird,1,0.19193858,off,1,0.23255814,passion,1,0.238095238,left,1,0.236966825,stay,1,0.243902439,holy,1,0.247524752,according,1,0.214132762
going,1,0.255102041,free,1,0.251889169,yourself,1,0.23923445,guest,1,0.19193858,stay,1,0.23255814,imperial,1,0.238095238,passion,1,0.236966825,greatest,1,0.243902439,heavy,1,0.247524752,noise,1,0.214132762
free,1,0.255102041,came,1,0.251889169,trouble,1,0.23923445,is't,1,0.19193858,power,1,0.23255814,duties,1,0.238095238,speak'st,1,0.236966825,sons,1,0.243902439,witness,1,0.247524752,fie,1,0.214132762
colours,1,0.255102041,protest,1,0.251889169,tune,1,0.23923445,darkness,1,0.19193858,sons,1,0.23255814,madam,1,0.238095238,cry,1,0.236966825,belief,1,0.243902439,scone,1,0.247524752,sun,1,0.214132762
didst,1,0.255102041,castle,1,0.251889169,sons,1,0.23923445,gall,1,0.19193858,appears,1,0.23255814,hair,1,0.238095238,trouble,1,0.236966825,we'll,1,0.243902439,life's,1,0.247524752,health,1,0.214132762
nine,1,0.255102041,commend,1,0.251889169,appears,1,0.23923445,greatness,1,0.19193858,going,1,0.23255814,pour,1,0.238095238,happy,1,0.236966825,nine,1,0.243902439,trouble,1,0.247524752,remembrance,1,0.214132762
heavens,1,0.255102041,blown,1,0.251889169,sprites,1,0.23923445,spent,1,0.19193858,measure,1,0.23255814,birnam,1,0.238095238,weak,1,0.236966825,doth,1,0.243902439,sons,1,0.247524752,voice,1,0.214132762
spoken,1,0.255102041,danger,1,0.251889169,came,1,0.23923445,lose,1,0.19193858,dreadful,1,0.23255814,we'll,1,0.238095238,ask'd,1,0.236966825,revolt,1,0.243902439,fury,1,0.247524752,met,1,0.214132762
ways,1,0.255102041,black,1,0.251889169,witches,1,0.23923445,dismal,1,0.19193858,attempt,1,0.23255814,toe,1,0.238095238,absolute,1,0.236966825,sun,1,0.243902439,calls,1,0.247524752,cousins,1,0.214132762
boy,1,0.255102041,spoken,1,0.251889169,castle,1,0.23923445,shine,1,0.19193858,locks,1,0.23255814,heavens,1,0.238095238,ill,1,0.236966825,strokes,1,0.243902439,dark,1,0.247524752,main,1,0.214132762
thunder,1,0.255102041,poor,1,0.251889169,we'll,1,0.23923445,hold,1,0.19193858,peace,1,0.23255814,danger,1,0.238095238,madam,1,0.236966825,throne,1,0.243902439,blown,1,0.247524752,whole,1,0.214132762
voice,1,0.255102041,hide,1,0.251889169,nine,1,0.23923445,kind,1,0.19193858,tiger,1,0.23255814,spoken,1,0.238095238,belief,1,0.236966825,thunder,1,0.243902439,methought,1,0.247524752,sovereign,1,0.214132762
dreadful,1,0.255102041,according,1,0.251889169,couldst,1,0.23923445,spirit,1,0.19193858,&,1,0.23255814,just,1,0.238095238,witches,1,0.236966825,cousins,1,0.243902439,husband,1,0.247524752,eat,1,0.214132762
met,1,0.255102041,throne,1,0.251889169,black,1,0.23923445,hearts,1,0.19193858,banquet,1,0.23255814,music,1,0.238095238,pour,1,0.236966825,scotland,1,0.243902439,sit,1,0.247524752,crown'd,1,0.214132762
attempt,1,0.255102041,state,1,0.251889169,measure,1,0.23923445,soon,1,0.19193858,host,1,0.23255814,thunder,1,0.238095238,didst,1,0.236966825,tiger,1,0.243902439,kiss,1,0.247524752,attend,1,0.214132762
sovereign,1,0.255102041,remembrance,1,0.251889169,just,1,0.23923445,hearing,1,0.19193858,point,1,0.23255814,doubt,1,0.238095238,castle,1,0.236966825,prick,1,0.243902439,poor,1,0.247524752,mayst,1,0.214132762
host,1,0.255102041,cousins,1,0.251889169,strokes,1,0.23923445,palace,1,0.19193858,earth,1,0.23255814,main,1,0.238095238,commend,1,0.236966825,eat,1,0.243902439,for't,1,0.247524752,sweet,1,0.214132762
young,1,0.255102041,deeds,1,0.251889169,met,1,0.23923445,arms,1,0.19193858,hecate's,1,0.23255814,flight,1,0.238095238,worst,1,0.236966825,crown'd,1,0.243902439,revolt,1,0.247524752,wast,1,0.214132762
loyal,1,0.255102041,indeed,1,0.251889169,blow,1,0.23923445,against,1,0.19193858,grieve,1,0.23255814,powers,1,0.238095238,couldst,1,0.236966825,banners,1,0.243902439,remembrance,1,0.247524752,return,1,0.214132762
delight,1,0.255102041,master,1,0.251889169,[aside],1,0.23923445,spirits,1,0.19193858,perform,1,0.23255814,&,1,0.238095238,just,1,0.236966825,mayst,1,0.243902439,neither,1,0.247524752,disease,1,0.214132762
eye,1,0.255102041,fly,1,0.251889169,strength,1,0.23923445,left,1,0.19193858,ireland,1,0.23255814,welcome,1,0.238095238,fie,1,0.236966825,banquet,1,0.243902439,peace,1,0.247524752,sides,1,0.214132762
scarcely,1,0.255102041,sweet,1,0.251889169,indeed,1,0.23923445,cry,1,0.19193858,sides,1,0.23255814,scruples,1,0.238095238,state,1,0.236966825,host,1,0.243902439,treason,1,0.247524752,easy,1,0.214132762
former,1,0.255102041,grieve,1,0.251889169,thou'ldst,1,0.23923445,yourself,1,0.19193858,patience,1,0.23255814,advice,1,0.238095238,seen,1,0.236966825,fatal,1,0.243902439,eat,1,0.247524752,after,1,0.214132762
ay,1,0.255102041,advice,1,0.251889169,prick,1,0.23923445,heath,1,0.19193858,sirrah,1,0.23255814,scarcely,1,0.238095238,i',1,0.236966825,eye,1,0.243902439,young,1,0.247524752,brain,1,0.214132762
prayers,1,0.255102041,eye,1,0.251889169,master,1,0.23923445,ask'd,1,0.19193858,wing,1,0.23255814,bears,1,0.238095238,whole,1,0.236966825,lesser,1,0.243902439,earth,1,0.247524752,liest,1,0.214132762
men's,1,0.255102041,scorn,1,0.251889169,mayst,1,0.23923445,absolute,1,0.19193858,leisure,1,0.23255814,prayers,1,0.238095238,flight,1,0.236966825,sides,1,0.243902439,scruples,1,0.247524752,told,1,0.214132762
leisure,1,0.255102041,liest,1,0.251889169,earth,1,0.23923445,ill,1,0.19193858,further,1,0.23255814,part,1,0.238095238,locks,1,0.236966825,gave,1,0.243902439,hecate's,1,0.247524752,clear,1,0.214132762
leaves,1,0.255102041,foot,1,0.251889169,disease,1,0.23923445,thanes,1,0.19193858,push,1,0.23255814,leisure,1,0.238095238,line,1,0.236966825,after,1,0.243902439,ireland,1,0.247524752,speech,1,0.214132762
pluck,1,0.255102041,push,1,0.251889169,loyal,1,0.23923445,came,1,0.19193858,report,1,0.23255814,scale,1,0.238095238,powers,1,0.236966825,harm,1,0.243902439,gave,1,0.247524752,manhood,1,0.214132762
only,1,0.255102041,strange,1,0.251889169,lesser,1,0.23923445,hair,1,0.19193858,natures,1,0.23255814,strange,1,0.238095238,grows,1,0.236966825,wing,1,0.243902439,whence,1,0.247524752,start,1,0.214132762
alarum-bell,1,0.255102041,pluck,1,0.251889169,numbers,1,0.23923445,calls,1,0.19193858,lack,1,0.23255814,esteem,1,0.238095238,banners,1,0.236966825,arm'd,1,0.243902439,after,1,0.247524752,long,1,0.214132762
merciful,1,0.255102041,faces,1,0.251889169,scorn,1,0.23923445,pour,1,0.19193858,steel,1,0.23255814,charmed,1,0.238095238,fatal,1,0.236966825,invite,1,0.243902439,brain,1,0.247524752,only,1,0.214132762
went,1,0.255102041,went,1,0.251889169,ministers,1,0.23923445,bed,1,0.19193858,season,1,0.23255814,went,1,0.238095238,point,1,0.236966825,faces,1,0.243902439,foot,1,0.247524752,stir,1,0.214132762
weird,1,0.255102041,lack,1,0.251889169,after,1,0.23923445,dark,1,0.19193858,stones,1,0.23255814,weird,1,0.238095238,wast,1,0.236966825,doubtful,1,0.243902439,clear,1,0.247524752,charmed,1,0.214132762
plenty,1,0.255102041,land,1,0.251889169,men's,1,0.23923445,nine,1,0.19193858,wait,1,0.23255814,children,1,0.238095238,disease,1,0.236966825,bade,1,0.243902439,tears,1,0.247524752,fiend,1,0.214132762
hear,1,0.255102041,'murder',1,0.251889169,speech,1,0.23923445,toe,1,0.19193858,serpent,1,0.23255814,plenty,1,0.238095238,perform,1,0.236966825,ear,1,0.243902439,start,1,0.247524752,natures,1,0.214132762
unnatural,1,0.255102041,wear,1,0.251889169,further,1,0.23923445,please,1,0.19193858,safer,1,0.23255814,hear,1,0.238095238,delight,1,0.236966825,ne'er,1,0.243902439,laid,1,0.247524752,charm,1,0.214132762
'murder',1,0.255102041,destruction,1,0.251889169,invite,1,0.23923445,black,1,0.19193858,ends,1,0.23255814,infected,1,0.238095238,eye,1,0.236966825,innocent,1,0.243902439,further,1,0.247524752,unnatural,1,0.214132762
wear,1,0.255102041,harms,1,0.251889169,leaves,1,0.23923445,holily,1,0.19193858,little,1,0.23255814,kill'd,1,0.238095238,ay,1,0.236966825,enough,1,0.243902439,service,1,0.247524752,supp'd,1,0.214132762
look'd,1,0.255102041,rubs,1,0.251889169,many,1,0.23923445,hide,1,0.19193858,servant,1,0.23255814,gives,1,0.238095238,whence,1,0.236966825,serpent,1,0.243902439,scale,1,0.247524752,tell,1,0.214132762
faith,1,0.255102041,struck,1,0.251889169,long,1,0.23923445,seen,1,0.19193858,tooth,1,0.23255814,poison'd,1,0.238095238,prayers,1,0.236966825,fail,1,0.243902439,strange,1,0.247524752,witch,1,0.214132762
whether,1,0.255102041,crown,1,0.251889169,faces,1,0.23923445,i',1,0.19193858,might,1,0.23255814,land,1,0.238095238,sirrah,1,0.236966825,bought,1,0.243902439,innocent,1,0.247524752,hate,1,0.214132762
heard,1,0.255102041,women,1,0.251889169,alarum-bell,1,0.23923445,blow,1,0.19193858,weary,1,0.23255814,thank,1,0.238095238,wing,1,0.236966825,sound,1,0.243902439,infected,1,0.247524752,preparation,1,0.214132762
woman's,1,0.255102041,catch,1,0.251889169,afeard,1,0.23923445,[aside],1,0.19193858,keen,1,0.23255814,deny,1,0.238095238,arm'd,1,0.236966825,prosperous,1,0.243902439,present,1,0.247524752,deny,1,0.214132762
safer,1,0.255102041,here's,1,0.251889169,fiend,1,0.23923445,line,1,0.19193858,accursed,1,0.23255814,destruction,1,0.238095238,part,1,0.236966825,thyself,1,0.243902439,gives,1,0.247524752,bought,1,0.214132762
carry,1,0.255102041,sauce,1,0.251889169,ne'er,1,0.23923445,thou'ldst,1,0.19193858,issue,1,0.23255814,shalt,1,0.238095238,manhood,1,0.236966825,all's,1,0.243902439,stones,1,0.247524752,thyself,1,0.214132762
kill,1,0.255102041,anon,1,0.251889169,children,1,0.23923445,wine,1,0.19193858,fled,1,0.23255814,enough,1,0.238095238,milk,1,0.236966825,horrible,1,0.243902439,look'd,1,0.247524752,news,1,0.214132762
sovereignty,1,0.255102041,servants,1,0.251889169,innocent,1,0.23923445,attend,1,0.19193858,begun,1,0.23255814,natural,1,0.238095238,charge,1,0.236966825,remains,1,0.243902439,faith,1,0.247524752,file,1,0.214132762
little,1,0.255102041,ere,1,0.251889169,kill'd,1,0.23923445,host,1,0.19193858,majesty,1,0.23255814,wail,1,0.238095238,start,1,0.236966825,kerns,1,0.243902439,wait,1,0.247524752,villain,1,0.214132762
all's,1,0.255102041,treachery,1,0.251889169,lack,1,0.23923445,numbers,1,0.19193858,fit,1,0.23255814,runs,1,0.238095238,laid,1,0.236966825,servants,1,0.243902439,natural,1,0.247524752,women,1,0.214132762
fife,1,0.255102041,subject,1,0.251889169,unnatural,1,0.23923445,bears,1,0.19193858,bones,1,0.23255814,tyrant's,1,0.238095238,long,1,0.236966825,ere,1,0.243902439,wail,1,0.247524752,remains,1,0.214132762
ere,1,0.255102041,majesty,1,0.251889169,season,1,0.23923445,ministers,1,0.19193858,thither,1,0.23255814,thyself,1,0.238095238,strange,1,0.236966825,green,1,0.243902439,bad,1,0.247524752,keen,1,0.214132762
green,1,0.255102041,folly,1,0.251889169,land,1,0.23923445,told,1,0.19193858,glamis,1,0.23255814,syllable,1,0.238095238,trust,1,0.236966825,safe,1,0.243902439,toward,1,0.247524752,gate,1,0.214132762
seem,1,0.255102041,hard,1,0.251889169,father,1,0.23923445,tears,1,0.19193858,word,1,0.23255814,vanish,1,0.238095238,doubtful,1,0.236966825,hither,1,0.243902439,thyself,1,0.247524752,mortal,1,0.214132762
house,1,0.255102041,ground,1,0.251889169,look'd,1,0.23923445,start,1,0.19193858,bid,1,0.23255814,villain,1,0.238095238,merciful,1,0.236966825,vii,1,0.243902439,duncan,1,0.247524752,anon,1,0.214132762
smiles,1,0.255102041,drink,1,0.251889169,rubs,1,0.23923445,report,1,0.19193858,blessing,1,0.23255814,horrible,1,0.238095238,bade,1,0.236966825,cleave,1,0.243902439,villain,1,0.247524752,worth,1,0.214132762
cleave,1,0.255102041,donalbain,1,0.251889169,brandish'd,1,0.23923445,esteem,1,0.19193858,keeps,1,0.23255814,women,1,0.238095238,weird,1,0.236966825,into,1,0.243902439,bright,1,0.247524752,note,1,0.214132762
feast,1,0.255102041,sickly,1,0.251889169,ends,1,0.23923445,stir,1,0.19193858,die,1,0.23255814,tooth,1,0.238095238,ne'er,1,0.236966825,seem'd,1,0.243902439,women,1,0.247524752,curse,1,0.214132762
grant,1,0.255102041,cause,1,0.251889169,thyself,1,0.23923445,bade,1,0.19193858,ghost,1,0.23255814,pardon,1,0.238095238,children,1,0.236966825,word,1,0.243902439,gate,1,0.247524752,impress,1,0.214132762
bones,1,0.255102041,keeps,1,0.251889169,syllable,1,0.23923445,honours,1,0.19193858,station,1,0.23255814,mortal,1,0.238095238,charm,1,0.236966825,finds,1,0.243902439,mortal,1,0.247524752,safe,1,0.214132762
thither,1,0.255102041,ghost,1,0.251889169,struck,1,0.23923445,went,1,0.19193858,hast,1,0.23255814,smiles,1,0.238095238,withal,1,0.236966825,hautboys,1,0.243902439,here's,1,0.247524752,seem,1,0.214132762
instant,1,0.255102041,trees,1,0.251889169,bright,1,0.23923445,weird,1,0.19193858,spoke,1,0.23255814,majesty,1,0.238095238,broad,1,0.236966825,mark,1,0.243902439,ere,1,0.247524752,bones,1,0.214132762
blessing,1,0.255102041,front,1,0.251889169,secret,1,0.23923445,steel,1,0.19193858,walk,1,0.23255814,grant,1,0.238095238,harms,1,0.236966825,bid,1,0.243902439,worth,1,0.247524752,mad,1,0.214132762
die,1,0.255102041,finger,1,0.251889169,wherefore,1,0.23923445,supp'd,1,0.19193858,night's,1,0.23255814,hard,1,0.238095238,whether,1,0.236966825,die,1,0.243902439,impress,1,0.247524752,word,1,0.214132762
ghost,1,0.255102041,night's,1,0.251889169,might,1,0.23923445,poison'd,1,0.19193858,chance,1,0.23255814,finds,1,0.238095238,tidings,1,0.236966825,'t,1,0.243902439,hither,1,0.247524752,fast,1,0.214132762
violent,1,0.255102041,if't,1,0.251889169,kerns,1,0.23923445,friends,1,0.19193858,[within],1,0.23255814,cat,1,0.238095238,bad,1,0.236966825,stage,1,0.243902439,vii,1,0.247524752,miss,1,0.214132762
stood,1,0.255102041,england,1,0.251889169,stands,1,0.23923445,hate,1,0.19193858,bond,1,0.23255814,blessing,1,0.238095238,carry,1,0.236966825,pleasure,1,0.243902439,majesty,1,0.247524752,slain,1,0.214132762
hast,1,0.255102041,damned,1,0.251889169,mortal,1,0.23923445,preparation,1,0.19193858,dagger,1,0.23255814,fair,1,0.238095238,sovereignty,1,0.236966825,less,1,0.243902439,mad,1,0.247524752,valiant,1,0.214132762
spoke,1,0.255102041,something,1,0.251889169,treachery,1,0.23923445,wait,1,0.19193858,sundry,1,0.23255814,let's,1,0.238095238,lips,1,0.236966825,ingredients,1,0.243902439,war,1,0.247524752,die,1,0.214132762
hanged,1,0.255102041,goes,1,0.251889169,safe,1,0.23923445,shalt,1,0.19193858,general,1,0.23255814,ingredients,1,0.238095238,ho,1,0.236966825,mark'd,1,0.243902439,into,1,0.247524752,'t,1,0.214132762
walk,1,0.255102041,dreams,1,0.251889169,house,1,0.23923445,whether,1,0.19193858,queen,1,0.23255814,set,1,0.238095238,villain,1,0.236966825,trusted,1,0.243902439,seem'd,1,0.247524752,stage,1,0.214132762
o'er,1,0.255102041,rise,1,0.251889169,order,1,0.23923445,tidings,1,0.19193858,marry,1,0.23255814,trees,1,0.238095238,secret,1,0.236966825,kinsmen,1,0.243902439,miss,1,0.247524752,less,1,0.214132762
best,1,0.255102041,hie,1,0.251889169,thither,1,0.23923445,fail,1,0.19193858,light,1,0.23255814,under,1,0.238095238,sauce,1,0.236966825,hast,1,0.243902439,dunsinane,1,0.247524752,set,1,0.214132762
night's,1,0.255102041,revenge,1,0.251889169,war,1,0.23923445,runs,1,0.19193858,shake,1,0.23255814,front,1,0.238095238,ere,1,0.236966825,pale,1,0.243902439,bid,1,0.247524752,violent,1,0.214132762
bosom,1,0.255102041,pine,1,0.251889169,word,1,0.23923445,brandish'd,1,0.19193858,ride,1,0.23255814,hopes,1,0.238095238,curse,1,0.236966825,o'er,1,0.243902439,slain,1,0.247524752,station,1,0.214132762
late,1,0.255102041,thrice,1,0.251889169,miss,1,0.23923445,prosperous,1,0.19193858,large,1,0.23255814,pitiful,1,0.238095238,order,1,0.236966825,night's,1,0.243902439,donalbain,1,0.247524752,hast,1,0.214132762
[within],1,0.255102041,together,1,0.251889169,dunsinane,1,0.23923445,received,1,0.19193858,another,1,0.23255814,bond,1,0.238095238,bless,1,0.236966825,chance,1,0.243902439,stage,1,0.247524752,spoke,1,0.214132762
enow,1,0.255102041,twenty,1,0.251889169,mark,1,0.23923445,horrible,1,0.19193858,eternal,1,0.23255814,several,1,0.238095238,fit,1,0.236966825,horrid,1,0.243902439,pleasure,1,0.247524752,if't,1,0.214132762
country's,1,0.255102041,country,1,0.251889169,ground,1,0.23923445,women,1,0.19193858,interpret,1,0.23255814,sea,1,0.238095238,folly,1,0.236966825,sin,1,0.243902439,set,1,0.247524752,wretched,1,0.214132762
office,1,0.255102041,strike,1,0.251889169,bid,1,0.23923445,fife,1,0.19193858,become,1,0.23255814,whiles,1,0.238095238,into,1,0.236966825,newest,1,0.243902439,ghost,1,0.247524752,something,1,0.214132762
nature's,1,0.255102041,message,1,0.251889169,slain,1,0.23923445,weary,1,0.19193858,twenty,1,0.23255814,sundry,1,0.238095238,hautboys,1,0.236966825,general,1,0.243902439,cold,1,0.247524752,several,1,0.214132762
dreams,1,0.255102041,frets,1,0.251889169,donalbain,1,0.23923445,kerns,1,0.19193858,close,1,0.23255814,unfix,1,0.238095238,dunsinane,1,0.236966825,continue,1,0.243902439,trusted,1,0.247524752,lead,1,0.214132762
world,1,0.255102041,father's,1,0.251889169,fair,1,0.23923445,stands,1,0.19193858,plant,1,0.23255814,stand,1,0.238095238,mark,1,0.236966825,title,1,0.243902439,walk,1,0.247524752,asleep,1,0.214132762
man's,1,0.255102041,knows,1,0.251889169,sickly,1,0.23923445,pardon,1,0.19193858,near,1,0.23255814,rise,1,0.238095238,slain,1,0.236966825,asleep,1,0.243902439,late,1,0.247524752,queen,1,0.214132762
labour,1,0.255102041,custom,1,0.251889169,owed,1,0.23923445,swift,1,0.19193858,moves,1,0.23255814,revenge,1,0.238095238,cause,1,0.236966825,dispatch,1,0.243902439,pitiful,1,0.247524752,round,1,0.214132762
upon't,1,0.255102041,watch,1,0.251889169,keeps,1,0.23923445,turn,1,0.19193858,shadow,1,0.23255814,shake,1,0.238095238,keeps,1,0.236966825,hie,1,0.243902439,england,1,0.247524752,home,1,0.214132762
pains,1,0.255102041,discomfort,1,0.251889169,die,1,0.23923445,subject,1,0.19193858,caution,1,0.23255814,pains,1,0.238095238,hast,1,0.236966825,pains,1,0.243902439,lead,1,0.247524752,remove,1,0.214132762
filthy,1,0.255102041,near,1,0.251889169,pleasure,1,0.23923445,hither,1,0.19193858,seat,1,0.23255814,another,1,0.238095238,spoke,1,0.236966825,another,1,0.243902439,whiles,1,0.247524752,either,1,0.214132762
sisters,1,0.255102041,timely,1,0.251889169,mark'd,1,0.23923445,begun,1,0.19193858,self,1,0.23255814,seek,1,0.238095238,walk,1,0.236966825,haunt,1,0.243902439,marry,1,0.247524752,country,1,0.214132762
together,1,0.255102041,macbeth's,1,0.251889169,cold,1,0.23923445,majesty,1,0.19193858,liege,1,0.23255814,remove,1,0.238095238,hopes,1,0.236966825,seek,1,0.243902439,nature's,1,0.247524752,break,1,0.214132762
either,1,0.255102041,play,1,0.251889169,kinsmen,1,0.23923445,feast,1,0.19193858,owe,1,0.23255814,leave-taking,1,0.238095238,chance,1,0.236966825,message,1,0.243902439,man's,1,0.247524752,frets,1,0.214132762
wolf,1,0.255102041,grave,1,0.251889169,stood,1,0.23923445,mad,1,0.19193858,summons,1,0.23255814,twenty,1,0.238095238,horrid,1,0.236966825,graces,1,0.243902439,labour,1,0.247524752,move,1,0.214132762
breath,1,0.255102041,led,1,0.251889169,hast,1,0.23923445,seem'd,1,0.19193858,yourselves,1,0.23255814,country,1,0.238095238,sin,1,0.236966825,move,1,0.243902439,contend,1,0.247524752,watch,1,0.214132762
cursed,1,0.255102041,liege,1,0.251889169,front,1,0.23923445,instant,1,0.19193858,wish,1,0.23255814,strike,1,0.238095238,wretched,1,0.236966825,plant,1,0.243902439,hang,1,0.247524752,named,1,0.214132762
laugh,1,0.255102041,wants,1,0.251889169,hopes,1,0.23923445,fortune,1,0.19193858,perfect,1,0.23255814,father's,1,0.238095238,newest,1,0.236966825,rain,1,0.243902439,sway,1,0.247524752,cursed,1,0.214132762
spring,1,0.255102041,golden,1,0.251889169,chance,1,0.23923445,hard,1,0.19193858,wonder,1,0.23255814,knows,1,0.238095238,setting,1,0.236966825,near,1,0.243902439,fight,1,0.247524752,macbeth's,1,0.214132762
second,1,0.255102041,certain,1,0.251889169,enow,1,0.23923445,cat,1,0.19193858,expectation,1,0.23255814,custom,1,0.238095238,title,1,0.236966825,'they,1,0.243902439,leave-taking,1,0.247524752,foul,1,0.214132762
pillows,1,0.255102041,tender,1,0.251889169,damned,1,0.23923445,hautboys,1,0.19193858,stuff,1,0.23255814,move,1,0.238095238,queen,1,0.236966825,fate,1,0.243902439,lighted,1,0.247524752,shadow,1,0.214132762
hell,1,0.255102041,got,1,0.251889169,thane,1,0.23923445,mark,1,0.19193858,adieu,1,0.23255814,once,1,0.238095238,nature's,1,0.236966825,spring,1,0.243902439,strike,1,0.247524752,grave,1,0.214132762
suffer,1,0.255102041,banquo,1,0.251889169,office,1,0.23923445,bid,1,0.19193858,approaches,1,0.23255814,fate,1,0.238095238,world,1,0.236966825,owe,1,0.243902439,watch,1,0.247524752,led,1,0.214132762
golden,1,0.255102041,siward,1,0.251889169,sundry,1,0.23923445,owed,1,0.19193858,aid,1,0.23255814,shadow,1,0.238095238,whither,1,0.236966825,hell,1,0.243902439,named,1,0.247524752,son,1,0.214132762
yourselves,1,0.255102041,gashes,1,0.251889169,general,1,0.23923445,let's,1,0.19193858,human,1,0.23255814,grave,1,0.238095238,hang,1,0.236966825,golden,1,0.243902439,near,1,0.247524752,pillows,1,0.214132762
thine,1,0.255102041,vi,1,0.251889169,setting,1,0.23923445,finger,1,0.19193858,through,1,0.23255814,caution,1,0.238095238,ride,1,0.236966825,thine,1,0.243902439,timely,1,0.247524752,smile,1,0.214132762
since,1,0.255102041,murders,1,0.251889169,continue,1,0.23923445,chance,1,0.19193858,slave,1,0.23255814,smile,1,0.238095238,another,1,0.236966825,people,1,0.243902439,moves,1,0.247524752,wish,1,0.214132762
cruel,1,0.255102041,loves,1,0.251889169,queen,1,0.23923445,root,1,0.19193858,dogs,1,0.23255814,murder'd,1,0.238095238,eternal,1,0.236966825,wounds,1,0.243902439,fate,1,0.247524752,people,1,0.214132762
found,1,0.255102041,prithee,1,0.251889169,dispatch,1,0.23923445,bosom,1,0.19193858,'s,1,0.23255814,hell,1,0.238095238,truly,1,0.236966825,weigh'd,1,0.243902439,self,1,0.247524752,beg,1,0.214132762
expectation,1,0.255102041,canst,1,0.251889169,rise,1,0.23923445,horrid,1,0.19193858,murders,1,0.23255814,justice,1,0.238095238,fight,1,0.236966825,tender,1,0.243902439,any,1,0.247524752,stuff,1,0.214132762
wilt,1,0.255102041,ourselves,1,0.251889169,upon't,1,0.23923445,damned,1,0.19193858,dost,1,0.23255814,wants,1,0.238095238,fool,1,0.236966825,estate,1,0.243902439,hell,1,0.247524752,amazed,1,0.214132762
amazed,1,0.255102041,unto,1,0.251889169,shake,1,0.23923445,newest,1,0.19193858,yours,1,0.23255814,coming,1,0.238095238,filthy,1,0.236966825,beg,1,0.243902439,what's,1,0.247524752,recoil,1,0.214132762
tongues,1,0.255102041,TRUE,1,0.251889169,ride,1,0.23923445,goes,1,0.19193858,question,1,0.23255814,what's,1,0.238095238,become,1,0.236966825,human,1,0.243902439,yourselves,1,0.247524752,need,1,0.214132762
siward,1,0.255102041,king's,1,0.251889169,large,1,0.23923445,office,1,0.19193858,bear,1,0.23255814,ready,1,0.238095238,together,1,0.236966825,wrought,1,0.243902439,certain,1,0.247524752,arm,1,0.214132762
bleed,1,0.255102041,desert,1,0.251889169,haunt,1,0.23923445,sea,1,0.19193858,speaks,1,0.23255814,wounds,1,0.238095238,close,1,0.236966825,gashes,1,0.243902439,cruel,1,0.247524752,bleed,1,0.214132762
ours,1,0.255102041,bold,1,0.251889169,truly,1,0.23923445,whiles,1,0.19193858,mean,1,0.23255814,weigh'd,1,0.238095238,wolf,1,0.236966825,vi,1,0.243902439,help,1,0.247524752,slave,1,0.214132762
myself,1,0.255102041,mean,1,0.251889169,seek,1,0.23923445,general,1,0.19193858,murder,1,0.23255814,hands,1,0.238095238,to-night,1,0.236966825,yield,1,0.243902439,adieu,1,0.247524752,yield,1,0.214132762
hark,1,0.255102041,command,1,0.251889169,thrice,1,0.23923445,unfix,1,0.19193858,he's,1,0.23255814,found,1,0.238095238,knows,1,0.236966825,myself,1,0.243902439,haste,1,0.247524752,'s,1,0.214132762
